time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.003284321593606165,0.6561920460409253,0.0,0.0,0.0,0.0,0.0,0.5521811776351073,44.80572518922511,0.0,0.0,0.0,0.0,2.1428643295312503e-08
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.6658206259986202,0.0,0.0,0.0,0.0,0.0,0.54378122268744,44.25354350047317,0.0,0.0,0.0,0.0,2.1428643539757612e-08
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.6690312420761325,0.0,0.0,0.0,0.0,0.0,0.5222706243148638,43.70976177296786,0.0,0.0,0.0,0.0,2.1428643784202725e-08
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.6622316071701937,0.0,0.0,0.0,0.0,0.0,0.505566794948556,43.18749065003826,0.0,0.0,0.0,0.0,2.142864402864784e-08
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.635857690356918,0.0,0.0,0.0,0.0,0.0,0.5121910351052233,42.68192336243272,0.0,0.0,0.0,0.0,2.142864427309296e-08
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.6118849161973205,0.0,0.0,0.0,0.0,0.0,0.5163092064284257,42.16973184043773,0.0,0.0,0.0,0.0,2.1428644517538076e-08
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.60006659694113,0.0,0.0,0.0,0.0,0.0,0.5154914157474327,41.6534221529623,0.0,0.0,0.0,0.0,2.14286447619832e-08
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.5942636526112832,0.0,0.0,0.0,0.0,0.0,0.5137675126905314,41.137930262057615,0.0,0.0,0.0,0.0,2.1428645006428324e-08
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.5866584642731294,0.0,0.0,0.0,0.0,0.0,0.5144325837085002,40.62416228009026,0.0,0.0,0.0,0.0,2.142864525087345e-08
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.5834169364693711,0.0,0.0,0.0,0.0,0.0,0.5212630151310891,40.10972923296569,0.0,0.0,0.0,0.0,2.1428645495318582e-08
10.0,1.1162667997397757,0.0,0.241095621,0.0,0.0,0.0,0.5841117513497204,0.0,0.0,0.0,0.0,0.0,0.5321550483900553,39.58846576028687,0.0,0.0,0.0,0.0,2.142864573976372e-08
11.0,1.1340400097852976,0.0,0.239250483,0.0,0.0,0.0,0.5796414636514551,0.0,0.0,0.0,0.0,0.0,0.5543985461338425,39.056310260295355,0.0,0.0,0.0,0.0,2.1428645984208857e-08
12.0,1.156661237607092,0.0,0.233797563,0.0,0.0,0.0,0.5664304619834907,0.0,0.0,0.0,0.0,0.0,0.5902307756236013,38.50191126863056,0.0,0.0,0.0,0.0,2.1428646228654e-08
13.0,1.1776850178753973,0.0,0.228031707,0.0,0.0,0.0,0.5524612980798862,0.0,0.0,0.0,0.0,0.0,0.625223719795511,37.91168005380025,0.0,0.0,0.0,0.0,2.1428646473099135e-08
14.0,1.1889313912680575,0.073691983,0.222339816,0.0,0.0,0.11963931020768273,0.53867133206262,0.0,0.0,0.0,0.0,0.0,0.5306207489977547,37.28645590153104,0.0,0.0,0.0,0.0,2.142864671754428e-08
15.0,1.1938672044192535,0.392796165,0.197158781,0.0,0.0,0.6377065770210462,0.4776642578003769,0.0,0.0,0.0,0.0,0.0,0.07849636959783036,36.75583472719177,0.0,0.0,0.0,0.0,2.142864696198943e-08
16.0,1.1898971403922178,0.566870317,0.165461781,0.0,0.0,0.9203168505194173,0.4008707013444839,0.0,0.0,0.0,0.0,0.1312904114716834,0.0,36.67733793830543,0.0,0.0,0.0,0.0,1.0500037131152945e-08
17.0,1.1807492905952939,0.584959422,0.144656312,0.0,0.0,0.9496846047359694,0.35046448125290325,0.0,0.0,0.0,0.0,0.11939979539357871,0.0,36.741669821533485,0.0,0.0,0.0,0.0,1.0500037250931069e-08
18.0,1.1644086441064532,0.548865303,0.140981722,0.0,0.0,0.8910856184702042,0.34156190893952154,0.0,0.0,0.0,0.0,0.06823888330327259,0.0,36.80017530214941,0.0,0.0,0.0,0.0,1.0500037370709197e-08
19.0,1.1518346333368983,0.529070696,0.14460458,0.0,0.0,0.8589489730590992,0.3503391481216108,0.0,0.0,0.0,0.0,0.05745348784381191,0.0,36.83361193517369,0.0,0.0,0.0,0.0,1.0500037490487324e-08
20.0,1.1426996316436218,0.545293524,0.149326342,0.0,0.0,0.885286817048694,0.3617787448253459,0.0,0.0,0.0,0.0,0.10436593023041818,0.0,36.861763724041424,0.0,1.1102230246251565e-16,0.0,0.0,1.0500037610265452e-08
21.0,1.1557918492602868,0.568797545,0.152196335,0.0,0.0,0.9234457150057065,0.36873198864884704,0.0,0.0,0.0,0.0,0.13638585439426673,0.0,36.91290260935744,0.0,1.1102230246251565e-16,0.0,0.0,1.0500037730043585e-08
22.0,1.2064347911369846,0.499665692,0.157201758,0.0,0.0,0.8112097991083297,0.3808588219054999,0.0,0.0,0.0,0.0,0.0,0.014366170123154987,36.979731256930386,0.0,0.0,0.0,0.0,2.142864867310554e-08
23.0,1.255651593508825,0.192462966,0.181682449,0.0,0.0,0.31246460680485005,0.44016914548147784,0.0,0.0,0.0,0.0,0.0,0.503017841222497,36.96536466496464,0.0,0.0,0.0,0.0,2.1428648917550713e-08
24.0,1.2849324217211704,0.001861837,0.202969574,0.0,0.0,0.0030227018643146216,0.4917422923241176,0.0,0.0,0.0,0.0,0.0,0.7901674275327382,36.462346402063446,0.0,-4.336808689942018e-19,0.0,0.0,2.142864916199589e-08
25.0,1.2920374230381633,0.0,0.211225971,0.0,0.0,0.0,0.5117453869116737,0.0,0.0,0.0,0.0,0.0,0.7802920361264897,35.67217855859013,0.0,0.0,0.0,0.0,2.142864940644106e-08
26.0,1.2783135069921694,0.0,0.211895965,0.0,0.0,0.0,0.5133686074708468,0.0,0.0,0.0,0.0,0.0,0.7649448995213227,34.891886115536835,0.0,0.0,0.0,0.0,2.142864965088624e-08
27.0,1.2484545141156926,0.0,0.214355818,0.0,0.0,0.0,0.5193281891419418,0.0,0.0,0.0,0.0,0.0,0.7291263249737509,34.126940817989805,0.0,0.0,0.0,0.0,2.1428649895331418e-08
28.0,1.2128866805185698,0.0,0.221920502,0.0,0.0,0.0,0.5376554437030986,0.0,0.0,0.0,0.0,0.0,0.6752312368154711,33.39781410371639,0.0,0.0,0.0,0.0,2.1428650139776606e-08
29.0,1.1863382156818976,0.0,0.228137587,0.0,0.0,0.0,0.5527178176797711,0.0,0.0,0.0,0.0,0.0,0.6336203980021263,32.72258248591869,0.0,0.0,0.0,0.0,2.1428650384221795e-08
30.0,1.161374350295067,0.0,0.239214475,0.0,0.0,0.0,0.5795542256673915,0.0,0.0,0.0,0.0,0.0,0.5818201246276756,32.08896171463698,0.0,0.0,0.0,0.0,2.1428650628666984e-08
