time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.003507294633287773,0.9672593371438526,0.0,0.0,0.24089091349249836,3.17294127152636,0.0,0.0,8.427399440073188,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936389189176023
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.9814523373847239,0.0,0.0,0.22814951130133646,2.9320467563330364,0.0,0.0,8.427399343938472,0.0,0.0,-2.220446049250313e-16,0.0,0.2936392522363267
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.9861849433309474,0.0,0.0,0.20511692306004894,2.7038939167774654,0.0,0.0,8.427399247803757,0.0,0.0,-1.1102230246251565e-16,0.0,0.29363958555542946
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.9761619471797133,0.0,0.0,0.19163645493903647,2.4987739244463145,0.0,0.0,8.427399151669041,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936399188749106
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.9372854971394988,0.0,0.0,0.2107632283226426,2.307134633074033,0.0,0.0,8.427399055534329,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936402521947701
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.9019484494215122,0.0,0.0,0.22624567320423417,2.0963687858536546,0.0,0.0,8.427398959399618,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936405855150079
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.8845276657974687,0.0,0.0,0.23103034689109408,1.8701207329983205,0.0,0.0,8.427398863264905,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936409188356241
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.8759738405570752,0.0,0.0,0.23205732474473947,1.639088263277079,0.0,0.0,8.427398767130196,0.0,0.0,0.0,0.0,0.2936412521566186
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.8647634190422159,0.0,0.0,0.2363276289394138,1.407029077954079,0.0,0.0,8.427398670995487,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936415854779916
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.8599852476917496,0.0,0.0,0.2446947039087107,1.1706998518537481,0.0,0.0,8.42739857486078,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936419187997429
10.0,1.1162667997397757,0.0,0.241095621,0.0,0.0,0.0,0.8610094389855317,0.0,0.0,0.2552573607542438,0.9260038190485144,0.0,0.0,8.427398478726072,0.0,0.0,0.0,0.0,0.2936422521218725
11.0,1.1340400097852976,0.0,0.239250483,0.0,0.0,0.0,0.8544200151393355,0.0,0.0,0.25307893787929037,0.6707454071595554,0.0,0.026541056766671654,8.427398382591367,0.0,0.0,0.0,0.0,0.2936425854443805
12.0,1.156661237607092,0.0,0.233797563,0.0,0.0,0.0,0.8349463491699608,0.0,0.0,0.1435409901041059,0.41766570789703106,0.0,0.17817389833302535,8.40085722968999,0.0,0.0,-1.1102230246251565e-16,0.0,0.2936429187672669
13.0,1.1776850178753973,0.0,0.228031707,0.0,0.0,0.0,0.8143551147906711,0.0,0.0,0.1851560047517007,0.27412424368805016,0.0,0.17817389833302535,8.222683235525027,0.0,0.0,0.0,0.0,0.2936432520905316
14.0,1.1889313912680575,0.073691983,0.222339816,0.0,0.0,0.12776163924950087,0.7940280269059983,0.0,0.0,0.0889678267795329,0.08896792776969675,0.0,0.17817389833302535,8.044509243392563,0.0,2.7755575615628914e-17,-1.1102230246251565e-16,0.0,0.29364358541417473
15.0,1.1938672044192535,0.392796165,0.197158781,0.0,0.0,0.6810005632677495,0.704100600068059,0.0,0.1912339589165551,0.0,0.0,0.0,0.0,7.866335253292603,0.0,1.1102230246251565e-16,0.0,0.0,0.2642759631638368
16.0,1.1898971403922178,0.566870317,0.165461781,0.0,0.0,0.982797286670983,0.5909031223439637,0.0,0.38380326862272907,0.0,0.17211056302489958,0.0,0.0,7.866335163558171,0.0,1.1102230246251565e-16,0.0,0.0,0.2642762631517514
17.0,1.1807492905952939,0.584959422,0.144656312,0.0,0.0,1.0141588217155257,0.5166018757380751,0.0,0.3500114068583068,0.0,0.5175333094174923,0.0,0.0,7.8663350738237385,0.0,0.0,-1.1102230246251565e-16,0.0,0.2642765631400065
18.0,1.1644086441064532,0.548865303,0.140981722,0.0,0.0,0.9515815423022881,0.5034790464586423,0.0,0.29065194465447725,0.0,0.8325429881223829,0.0,0.0,7.866334984089308,0.0,1.1102230246251565e-16,-1.1102230246251565e-16,0.0,0.26427686312860216
19.0,1.1518346333368983,0.529070696,0.14460458,0.0,0.0,0.9172631356634052,0.5164171285406235,0.0,0.28184563086713055,0.0,1.0941287932668904,0.0,0.0,7.866334894354878,0.0,1.1102230246251565e-16,0.0,0.0,0.26427716311753835
20.0,1.1426996316436218,0.545293524,0.149326342,0.0,0.0,0.9453890594635925,0.5332796565026855,0.0,0.3359690843226562,0.0,1.3477886190688908,0.0,0.0,7.8663348046204495,0.0,1.1102230246251565e-16,0.0,0.0,0.264277463106815
