time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.0020552162540354406,0.6641095918077498,0.0,0.0,0.27415240764151616,1.6471076651102288,0.0,0.2713403295663373,111.67901657893418,0.0,0.0,0.0,0.0,0.08317034767378002
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.6738543492213352,0.0,0.0,0.04260623307290794,1.372953387787389,0.0,0.49314126639181716,111.40767497540064,0.0,0.0,0.0,0.0,0.08317034862253746
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.6771037042623671,0.0,0.0,0.0,1.330345596233902,0.0,0.5141981621286292,110.9145324381369,0.0,0.0,0.0,0.0,0.0831703495712949
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.6702220256606988,0.0,0.0,0.0,1.330344086118705,0.0,0.49757637645805103,110.40033301076184,0.0,0.0,0.0,0.0,0.08317035052005237
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.64352988387856,0.0,0.0,0.0,1.3303425760052228,0.0,0.5045188415835814,109.90275537492303,0.0,0.0,0.0,0.0,0.08317035146880984
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.6192678566905062,0.0,0.0,0.0,1.3303410658934542,0.0,0.5089262659352402,109.39823527963475,0.0,0.0,0.0,0.0,0.08317035241756732
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.6073069388091685,0.0,0.0,0.0,1.3303395557834001,0.0,0.5082510738793942,108.88930776575008,0.0,0.0,1.1102230246251565e-16,0.0,0.08317035336632482
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.6014339767496173,0.0,0.0,0.0,1.3303380456750602,0.0,0.5065971885521974,108.3810554497268,0.0,0.0,1.1102230246251565e-16,0.0,0.08317035431508232
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.593737024990837,0.0,0.0,0.0,1.3303365355684347,0.0,0.5073540229907926,107.87445702482853,0.0,0.0,0.0,0.0,0.08317035526383983
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.5904563852458483,0.0,0.0,0.0,1.330335025463523,0.0,0.514223566354612,107.36710177127065,0.0,0.0,-1.1102230246251565e-16,0.0,0.08317035621259737
10.0,1.1162667997397757,0.0,0.241095621,0.0,0.0,0.0,0.5911595836911123,0.0,0.0,0.0,1.3303335153603255,0.0,0.5251072160486633,106.85287698013656,0.0,0.0,1.1102230246251565e-16,0.0,0.08317035716135489
11.0,1.1340400097852976,0.0,0.239250483,0.0,0.0,0.0,0.5866353579610538,0.0,0.0,0.004554596017717795,1.3303320052588423,0.0,0.542850055806526,106.3277685451744,0.0,0.0,0.0,0.0,0.08317129272000998
12.0,1.156661237607092,0.0,0.233797563,0.0,0.0,0.0,0.5732649537051385,0.0,0.0,0.040546228095427524,1.3257758991413553,0.0,0.542850055806526,105.78491727644449,0.0,0.0,0.0,0.0,0.08317138713034665
13.0,1.1776850178753973,0.0,0.228031707,0.0,0.0,0.0,0.5591272393059918,0.0,0.0,0.07570772276287938,1.2852281661179314,0.0,0.542850055806526,105.24206601390708,0.0,0.0,0.0,0.0,0.0831714815407905
14.0,1.1889313912680575,0.073691983,0.222339816,0.0,0.0,0.07486619320078151,0.5451708849764572,0.0,0.0,0.02604425728429266,1.2095189844540037,0.0,0.542850055806526,104.69921475756222,0.0,0.0,0.0,0.0,0.0831715759513415
15.0,1.1938672044192535,0.392796165,0.197158781,0.0,0.0,0.3990549905193357,0.4834277056280802,0.0,0.0,0.0,1.1834733542084264,0.0,0.3113845082718375,104.15636350740986,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,0.08317036190514271
16.0,1.1898971403922178,0.566870317,0.165461781,0.0,0.0,0.5759028451210256,0.40570756601485514,0.0,0.0,0.0,1.1834720108123176,0.0,0.20828672925633693,103.84497781098472,0.0,0.0,5.551115123125783e-17,0.0,0.08317036285390032
17.0,1.1807492905952939,0.584959422,0.144656312,0.0,0.0,0.5942801824462979,0.3546931496537288,0.0,0.0,0.0,1.1834706674177342,0.0,0.23177595849526741,103.63668989712718,0.0,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,0.08317036380265792
18.0,1.1644086441064532,0.548865303,0.140981722,0.0,0.0,0.5576109387041938,0.3456831598180547,0.0,0.0,0.0,1.1834693240246752,0.0,0.26111454558420477,103.40491275640673,0.0,-1.1102230246251565e-16,0.0,0.0,0.08317036475141555
19.0,1.1518346333368983,0.529070696,0.14460458,0.0,0.0,0.5375009238604413,0.35456630426575914,0.0,0.0,0.0,1.1834679806331416,0.0,0.2597674052106977,103.14379703124133,0.0,0.0,5.551115123125783e-17,0.0,0.0831703657001732
20.0,1.1426996316436218,0.545293524,0.149326342,0.0,0.0,0.5539822468737066,0.36614392996725836,0.0,0.0,0.0,1.1834666372431328,0.0,0.22257345480265694,102.88402844942807,0.0,0.0,0.0,0.0,0.08317036664893082
21.0,1.1557918492602868,0.568797545,0.152196335,0.0,0.0,0.5778607816280397,0.3731810709158963,0.0,0.0,0.0,1.1834652938546488,0.0,0.20474999671635086,102.66145382098615,0.0,0.0,5.551115123125783e-17,0.0,0.08317036759768848
22.0,1.2064347911369846,0.499665692,0.157201758,0.0,0.0,0.5076273796713299,0.38545422529590856,0.0,0.0,0.0,1.18346395046769,0.0,0.3133531861697462,102.45670265316953,0.0,0.0,5.551115123125783e-17,0.0,0.08317036854644615
23.0,1.255651593508825,0.192462966,0.181682449,0.0,0.0,0.1955296764988865,0.4454801811386767,0.0,0.0,0.07179168006473573,1.1834626070822558,0.0,0.542850055806526,102.14334829823518,0.0,0.0,0.0,0.0,0.08317242565112318
24.0,1.2849324217211704,0.001861837,0.202969574,0.0,0.0,0.0018915035649178207,0.49767560426907304,0.0,0.0,0.24251525808065347,1.1116695836336108,0.0,0.542850055806526,101.60049707723863,0.0,0.0,5.551115123125783e-17,0.0,0.08317252006274586
25.0,1.2920374230381633,0.0,0.211225971,0.0,0.0,0.0,0.5179200541394776,0.0,0.0,0.2312673130921597,0.8691530636634629,0.0,0.542850055806526,101.0576458624346,0.0,0.0,0.0,0.0,0.08317261447447574
26.0,1.2783135069921694,0.0,0.211895965,0.0,0.0,0.0,0.5195628603110403,0.0,0.0,0.21590059087460314,0.637884763969586,0.0,0.542850055806526,100.51479465382307,0.0,0.0,0.0,0.0,0.08317270888631277
27.0,1.2484545141156926,0.0,0.214355818,0.0,0.0,0.0,0.5255943496818959,0.0,0.0,0.18001010862727068,0.4219834490128508,0.0,0.542850055806526,99.97194345140407,0.0,0.0,0.0,0.0,0.08317280329825699
28.0,1.2128866805185698,0.0,0.221920502,0.0,0.0,0.0,0.5441427390124297,0.0,0.0,0.12589388569961413,0.2419728613795076,0.0,0.542850055806526,99.4290922551776,0.0,0.0,0.0,0.0,0.08317289771030838
29.0,1.1863382156818976,0.0,0.228137587,0.0,0.0,0.0,0.5593868540449971,0.0,0.0,0.08410130583037441,0.11607870100923932,0.0,0.542850055806526,98.88624106514364,0.0,0.0,0.0,0.0,0.08317299212246691
30.0,1.161374350295067,0.0,0.239214475,0.0,0.0,0.0,0.5865470673724431,0.0,0.0,0.031977227116098024,0.03197726341444904,0.0,0.542850055806526,98.3433898813022,0.0,0.0,0.0,0.0,0.08317308653473264
31.0,1.1492864261135043,0.0,0.255139109,0.0,0.0,0.0,0.6255938155747811,0.0,0.0,0.0,0.0,0.0,0.5236926105387233,97.8005387036533,0.0,0.0,0.0,0.0,0.0831703770852656
32.0,1.14937208013782,0.0,0.27224264,0.0,0.0,0.0,0.6675311855845336,0.0,0.0,0.0,0.0,0.0,0.48184089455328655,97.2768449774647,0.0,0.0,-1.1102230246251565e-16,0.0,0.08317037803402337
33.0,1.163723411911927,0.0,0.284032874,0.0,0.0,0.0,0.6964405029506121,0.0,0.0,0.0,0.0,0.0,0.46728290896131486,96.79500297323553,0.0,0.0,0.0,0.0,0.08317037898278117
34.0,1.197220559471216,0.0,0.297730735,0.0,0.0,0.0,0.7300272672917975,0.0,0.0,0.0,0.0,0.0,0.4671932921794186,96.32771896009491,0.0,0.0,1.1102230246251565e-16,0.0,0.08317037993153897
35.0,1.254034873799865,0.0,0.312481376,0.0,0.0,0.0,0.766195418154799,0.0,0.0,0.0,0.0,0.0,0.48783945564506603,95.86052456906665,0.0,0.0,0.0,0.0,0.08317038088029677
36.0,1.309996930586572,0.0,0.324623704,0.0,0.0,0.0,0.795968059962843,0.0,0.0,0.0,0.0,0.0,0.5140288706237289,95.37268401990224,0.0,0.0,1.1102230246251565e-16,0.0,0.08317038182905458
37.0,1.3374661761846387,0.0,0.341340376,0.0,0.0,0.0,0.8369568627425538,0.0,0.0,0.0,0.0,0.0,0.5005093134420849,94.85865406132416,0.0,0.0,0.0,0.0,0.08317038277781241
38.0,1.340012242057425,0.086175999,0.350141382,0.0,0.0,0.08754912987487871,0.8585366783420374,0.0,0.0,0.0,0.0,0.0,0.393926433840509,94.35814366579146,0.0,0.0,-1.1102230246251565e-16,0.0,0.08317038372657024
39.0,1.3296117021548828,0.388952263,0.310976023,0.0,0.0,0.39514983967305073,0.7625043355499093,0.0,0.0,0.0,0.0,0.0,0.17195752693192273,93.96421615556986,0.0,0.0,1.1102230246251565e-16,0.0,0.0831703846753281
