time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.0036715682186152883,0.7201452480038566,0.0,0.0,0.07725304594147867,0.4641363000164038,0.0,0.4105876831056881,34.302275675670806,0.0,-4.336808689942018e-19,0.0,0.0,2.142862276193332e-08
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.7307122400047423,0.0,0.0,0.07725304594147867,0.3868827272198869,0.0,0.40163656273983933,33.89168760126534,0.0,0.0,-1.1102230246251565e-16,0.0,2.1428623006378193e-08
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.7342357662732107,0.0,0.0,0.07725304594147867,0.30962924211621806,0.0,0.379813054176307,33.490050651909456,0.0,0.0,-1.1102230246251565e-16,0.0,2.1428623250823067e-08
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.7267734314350838,0.0,0.0,0.07725304594147867,0.23237584470529782,0.0,0.3637719247421874,33.110237215698746,0.0,0.0,-1.1102230246251565e-16,0.0,2.142862349526795e-08
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.6978290835434529,0.0,0.0,0.07725304594147867,0.15512253498702655,0.0,0.37296659597720977,32.74646491325484,0.0,0.0,0.0,0.0,2.1428623739712832e-08
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.6715198963220234,0.0,0.0,0.07725304594147867,0.07786931296130473,0.0,0.37942118036224437,32.3734979437256,0.0,0.0,-1.1102230246251565e-16,0.0,2.1428623984157717e-08
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.6585497506107366,0.0,0.0,0.0006161779285900029,0.0006161786280328489,0.0,0.45639208414923615,31.994076394065917,0.0,0.0,-1.1102230246251565e-16,0.0,2.1428624228602607e-08
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.6521812449136872,0.0,0.0,0.0,0.0,0.0,0.45584992038812744,31.537683944947453,0.0,0.0,0.0,0.0,2.1428624473047498e-08
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.6438348465156271,0.0,0.0,0.0,0.0,0.0,0.45725620146600254,31.081833664796353,0.0,0.0,0.0,0.0,2.1428624717492392e-08
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.6402773958299123,0.0,0.0,0.0,0.0,0.0,0.46440255577054795,30.624577108767436,0.0,0.0,-1.1102230246251565e-16,0.0,2.1428624961937287e-08
