time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),solar2 capacity factor (-),wind2 capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch solar2 (kW),dispatch wind2 (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to storage2 (kW),dispatch from storage2 (kW),energy storage2 (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch to csp storage (kW),dispatch from csp storage (kW),energy csp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment solar2 (kW),cutailment wind2 (kW),cutailment csp (kW),cutailment nuclear (kW),price ($/kWh)
36,1.309996931,0,0.324623704,0,0,0,0,0,1.080163133,0,0,0,0,0,0,0,0,0,0,0.229833798,232.7166547,0,0,0,0,0,0,0,0,0,0,0.104306858
37,1.337466176,0,0.341340376,0,0,0,0,0,1.135786713,0,0,0,0,0,0,0,0,0,0,0.201679463,232.4868183,0,0,0,0,0,0,0,0,0,0,0.10430686
38,1.340012242,0,0.350141382,0,0,0,0,0,1.165071458,0,0,0,0,0,0,0,0,0,0,0.174940784,232.2851362,0,0,0,0,0,-2.22E-16,0,0,0,0,0.104306861
39,1.329611702,0,0.310976023,0,0,0,0,0,1.034751409,0,0,0,0,0,0,0,0,0,0,0.294860293,232.1101927,0,0,0,0,0,0,0,0,0,0,0.104306862
40,1.307487268,0,0.299015891,0,0,0,0,0,0.99495489,0,0,0,0,0,0,0,0,0,0,0.312532378,231.8153298,0,0,0,0,0,0,0,0,0,0,0.104306863
41,1.278649699,0,0.320008689,0,0,0,0,0,1.064806987,0,0,0,0,0,0,0,0,0,0,0.213842712,231.5027948,0,0,0,0,0,0,0,0,0,0,0.104306864
42,1.25420404,0,0.353195172,0,0,0,0,0,1.175232735,0,0,0,0,0,0,0,0,0,0,0.078971306,231.2889494,0,0,0,0,0,-2.22E-16,0,0,0,0,0.104306866
43,1.233796969,0,0.376841343,0,0,0,0,0,1.253913749,0,0,0,0,0,0,0,0,0,0.02011678,0,231.2099755,0,0,0,0,0,0,0,0,0,0,0.051110365
44,1.22220798,0,0.392067702,0,0,0,0,0,1.304578415,0,0,0,0,0,0,0,0,0,0.082370435,0,231.2198301,0,0,0,0,0,0,0,0,0,0,0.051110365
45,1.235051801,0,0.400366997,0,0,0,0,0,1.332193751,0,0,0,0,0,0,0,0,0,0.09714195,0,231.2601889,0,0,0,0,0,0,0,0,0,0,0.051110366
46,1.281516968,0,0.439513771,0,0,0,0,0,1.462451959,0,0,0,0,0,0,0,0,0,0.180934991,0,231.3077858,0,0,0,0,0,0,0,0,0,0,0.051110366
47,1.331902947,0,0.497341583,0,0,0,0,0,1.654870041,0,0,0,0,0,0,0,0,0,0.322967094,0,231.3964414,0,0,0,0,0,0,0,0,0,0,0.051110367
48,1.353258637,0,0.529499074,0,0,0,0,0,1.761871889,0,0,0,0,0,0,0,0,0,0.408613252,0,231.5546926,0,0,0,0,0,0,0,0,0,0,0.051110368
49,1.3547533,0,0.535884875,0,0,0,0,0,1.783120204,0,0,0,0.387839173,0,0,0,0,0,0.040527732,0,231.7549104,0,0,0,0,0,0,0,0,0,0,0.051110368
50,1.329780869,0,0.532856932,0,0,0,0,0,1.773044931,0,0,0,0.443264063,0,0.349055255,0,0,0,0,0,231.7747664,0,0,0,0,0,0,0,0,0,0,0.051110426
51,1.287206536,0,0.531539156,0,0,0,0,0,1.768660122,0,0,0,0.481453586,0,0.747992516,0,0,0,0,0,231.7747637,0,0,0,0,0,0,0,0,0,0,0.051110484
52,1.242126823,0,0.526815984,0,0,0,0,0,1.752944091,0,0,0,0.510817268,0,1.181299894,0,0,0,0,0,231.7747611,0,0,0,0,0,-2.22E-16,0,0,0,0,0.051110542
53,1.203886584,0,0.525942978,0,0,0,0,0,1.750039223,0,0,0,0.546152639,0,1.641034094,0,0,0,0,0,231.7747585,0,0,0,0,0,-2.22E-16,0,0,0,0,0.0511106
54,1.178860619,0,0.530330582,0,0,0,0,0,1.764638675,0,0,0,0.585778056,0,2.132569606,0,0,0,0,0,231.7747558,0,0,0,0,0,-2.22E-16,0,0,0,0,0.051110658
55,1.163327262,0,0.529861155,0,0,0,0,0,1.763076689,0,0,0,0.599749427,0,2.659767436,0,0,0,0,0,231.7747532,0,0,0,0,0,-2.22E-16,0,0,0,0,0.051110716
56,1.155344307,0,0.524244192,0,0,0,0,0,1.744386629,0,0,0,0.589042322,0,3.1995389,0,0,0,0,0,231.7747505,0,0,0,0,0,2.22E-16,0,0,0,0,0.051110774
57,1.165023212,0,0.514228388,0,0,0,0,0,1.711059728,0,0,0,0.546036516,0,3.729673359,0,0,0,0,0,231.7747479,0,0,0,0,0,0,0,0,0,0,0.051110832
58,1.193218375,0,0.497980142,0,0,0,0,0,1.656994802,0,0,0,0.463776427,0,4.221101989,0,0,0,0,0,231.7747452,0,0,0,0,0,0,0,0,0,0,0.05111089
59,1.244906296,0,0.47871924,0,0,0,0,0,1.592905471,0,0,0,0.347999174,0,4.638495982,0,0,0,0,0,231.7747426,0,0,0,0,0,0,0,0,0,0,0.051110948
60,1.29502889,0,0.459722775,0,0,0,0,0,1.529696035,0,0,0,0.234667145,0,4.951689974,0,0,0,0,0,231.7747399,0,0,0,0,0,0,0,0,0,0,0.051111006
61,1.315283925,0,0.433833591,0,0,0,0,0,1.443551549,0,0,0,0.128267624,0,5.162884784,0,0,0,0,0,231.7747373,0,0,0,0,0,0,0,0,0,0,0.051111064
62,1.310847047,0,0.354665261,0,0,0,0,0,1.180124355,0,0,0,0,0.130722691,5.278319784,0,0,0,0,0,231.7747347,0,0,0,0,0,0,0,0,0,0,0.1043056
63,1.29195391,0,0.288179064,0,0,0,0,0,0.95889609,0,0,0,0,0.33305782,5.147591101,0,0,0,0,0,231.774732,0,0,0,0,0,0,0,0,0,0,0.104305718
64,1.265360477,0,0.249260349,0,0,0,0,0,0.829396733,0,0,0,0,0.435963744,4.814527438,0,0,0,0,0,231.7747294,0,0,0,0,0,1.11E-16,0,0,0,0,0.104305837
65,1.234441516,0,0.221718316,0,0,0,0,0,0.737752505,0,0,0,0,0.496689011,4.378558229,0,0,0,0,0,231.7747267,0,0,0,0,0,0,0,0,0,0,0.104305955
66,1.203826626,0,0.205629316,0,0,0,0,0,0.68421746,0,0,0,0,0.519609166,3.881864248,0,0,0,0,0,231.7747241,0,0,0,0,0,0,0,0,0,0,0.104306074
67,1.178228921,0,0.199457562,0,0,0,0,0,0.663681371,0,0,0,0,0.51454755,3.362250675,0,0,0,0,0,231.7747214,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306192
68,1.165802663,0,0.193911704,0,0,0,0,0,0.645227909,0,0,0,0,0.520574755,2.847699309,0,0,0,0,0,231.7747188,0,0,0,0,0,1.11E-16,0,0,0,0,0.10430631
69,1.171245977,0,0.191458978,0,0,0,0,0,0.637066631,0,0,0,0,0.534179346,2.327121322,0,0,0,0,0,231.7747162,0,0,0,0,0,0,0,0,0,0,0.104306429
70,1.205186384,0,0.208776421,0,0,0,0,0,0.694689236,0,0,0,0,0.510497148,1.792939334,0,0,0,0,0,231.7747135,0,0,0,0,0,0,0,0,0,0,0.104306547
71,1.250520917,0,0.230912133,0,0,0,0,0,0.768344301,0,0,0,0,0.482176616,1.282440152,0,0,0,0,0,231.7747109,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306666
72,1.277439836,0,0.256885683,0,0,0,0,0,0.854769509,0,0,0,0,0.422670327,0.80026208,0,0,0,0,0,231.7747082,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306784
73,1.284277168,0,0.265720498,0,0,0,0,0,0.884166751,0,0,0,0,0.00304536,0.377590844,0,0,0,0,0.397065058,231.7747056,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306902
74,1.267169918,0,0.262379618,0,0,0,0,0,0.873050201,0,0,0,0,0,0.374545056,0,0,0,0,0.394119717,231.3776379,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306904
75,1.232308731,0,0.263376006,0,0,0,0,0,0.876365614,0,0,0,0,0,0.374544631,0,0,0,0,0.355943116,230.9835155,0,0,0,0,0,0,0,0,0,0,0.104306905
76,1.192805095,0,0.265807959,0,0,0,0,0,0.884457771,0,0,0,0,0,0.374544205,0,0,0,0,0.308347323,230.6275698,0,0,0,0,0,0,0,0,0,0,0.104306906
77,1.157993158,0,0.265026025,0,0,0,0,0,0.881855939,0,0,0,0,0,0.37454378,0,0,0,0,0.276137218,230.3192198,0,0,0,0,0,1.11E-16,0,0,0,0,0.104306907
78,1.135898702,0,0.264021562,0,0,0,0,0,0.878513658,0,0,0,0,0,0.374543355,0,0,0,0,0.257385045,230.04308,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306908
79,1.124046326,0,0.265130411,0,0,0,0,0,0.882203277,0,0,0,0,0,0.37454293,0,0,0,0,0.24184305,229.7856923,0,0,0,0,0,-1.11E-16,0,0,0,0,0.10430691
80,1.121618035,0,0.264544134,0,0,0,0,0,0.88025248,0,0,0,0,0,0.374542505,0,0,0,0,0.241365555,229.5438466,0,0,0,0,0,0,0,0,0,0,0.104306911
81,1.130977878,0,0.258590864,0,0,0,0,0,0.860443382,0,0,0,0,0,0.37454208,0,0,0,0,0.270534496,229.3024785,0,0,0,0,0,-1.11E-16,0,0,0,0,0.104306912
82,1.157468527,0,0.254402685,0,0,0,0,0,0.846507503,0,0,0,0,0,0.374541654,0,0,0,0,0.310961023,229.0319413,0,0,0,0,0,0,0,0,0,0,0.104306913
83,1.215207905,0,0.252655598,0,0,0,0,0,0.840694191,0,0,0,0,0,0.374541229,0,0,0,0,0.374513713,228.7209777,0,0,0,0,0,0,0,0,0,0,0.104306914
84,1.276202135,0,0.250112999,0,0,0,0,0,0.832233867,0,0,0,0,0,0.374540804,0,0,0,0,0.443968268,228.3464614,0,0,0,0,0,0,0,0,0,0,0.104306916
