time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.0021351907234234842,0.6720337299447526,0.0,0.0,0.3204116703168108,1.9250333152633992,0.0,0.21707695428465174,107.74492035775864,0.0,-4.336808689942018e-19,0.0,0.0,0.07671724160140443
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.6818947615468296,0.0,0.0,0.06372214962573224,1.6046194597835213,0.0,0.46398493751349845,107.52784217438457,0.0,0.0,0.0,0.0,0.07671724247654871
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.6851828878065261,0.0,0.0,0.0,1.5408954887061015,0.0,0.5061189785844702,107.06385601025796,0.0,0.0,0.0,0.0,0.07671724335169298
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.6782190971972513,0.0,0.0,0.0,1.5408937395894056,0.0,0.4895793049214985,106.55773581035326,0.0,0.0,0.0,0.0,0.07671724422683728
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.6512084654832349,0.0,0.0,0.0,1.5408919904746947,0.0,0.4968402599789064,106.06815528988504,0.0,0.0,0.0,0.0,0.0767172451019816
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.6266569444265585,0.0,0.0,0.0,1.5408902413619698,0.0,0.501537178199188,105.57131381994427,0.0,0.0,-1.1102230246251565e-16,0.0,0.0767172459771259
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.6145533091884678,0.0,0.0,0.0,1.54088849225123,0.0,0.5010047035000949,105.06977543745086,0.0,0.0,0.0,0.0,0.07671724685227023
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.6086102711004909,0.0,0.0,0.0,1.5408867431424758,0.0,0.4994208942013237,104.56876953537781,0.0,0.0,1.1102230246251565e-16,0.0,0.07671724772741456
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.6008214795162922,0.0,0.0,0.0,1.540884994035707,0.0,0.5002695684653375,104.06934744831871,0.0,0.0,-1.1102230246251565e-16,0.0,0.07671724860255891
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.597501695264376,0.0,0.0,0.0,1.5408832449309238,0.0,0.5071782563360843,103.56907669269269,0.0,0.0,-1.1102230246251565e-16,0.0,0.07671724947770325
