case name,CO2 price ($/kgCO2),fixed cost natgas ($/kW/h),fixed cost natgas ccs ($/kW/h),fixed cost solar ($/kW/h),fixed cost wind ($/kW/h),fixed cost nuclear ($/kW/h),fixed cost storage (($/h)/kWh),fixed cost pgp storage (($/h)/kWh),var cost natgas ($/kWh),var cost natgas ccs ($/kWh),var cost solar ($/kWh),var cost wind ($/kWh),var cost nuclear ($/kWh),var cost to storage ($/kWh),var cost storage ($/kWh),var cost to pgp storage ($/kWh),var cost pgp storage ($/kWh),var cost unmet demand ($/kWh),storage charging efficiency,storage charging time (h),storage decay rate (1/h),pgp storage charging efficiency,pgp storage decay rate (1/h),mean demand (kW),capacity factor solar series (-),capacity factor wind series (-),capacity natgas (kW),capacity natgas ccs (kW),capacity solar (kW),capacity wind (kW),capacity nuclear (kW),capacity storage (kWh),capacity pgp storage (kWh),capacity to pgp storage (kW),capacity from pgp storage (kW),system cost ($/kW/h),problem status,dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),curtailment solar (kW),curtailment wind (kW),curtailment nuclear (kW)
pgp1000batt0010,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,4.23925e-05,1.47092e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.9574781948343107,1.5476681379592687,0.0,289.71785530340634,0.0,0.0,0.0,0.08703696667221636,optimal,0.0,0.0,0.5381833464811858,0.4799761034719368,0.0,0.18057773087862722,0.1624182809255044,89.57288174962518,0.0,0.0,0.0,0.0,-2.5802572904175865e-17,0.08271146526855479,0.0
pgp1000batt0007,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,2.8261668079750002e-05,1.47092e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.5710856398970527,1.7345387206520366,0.0,423.7879560133604,0.0,0.0,0.0,0.08214266344103938,optimal,0.0,0.0,0.4319497042264119,0.5839676394956701,0.0,0.15772308024144316,0.14180573651936115,127.77012142943681,0.0,0.0,0.0,0.0,-1.1297349586783966e-17,0.046660692038556814,0.0
pgp1000batt0000,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,4.23925e-11,1.47092e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,0.0,2.8149197358034965,0.0,1053.8792266328692,0.0,0.0,0.0,0.058124207079236656,optimal,0.0,0.0,0.0,1.0234237582918968,0.0,0.2288410970188163,0.20541733872691942,475.40686090320366,0.0,0.0,0.0,0.0,0.0,1.5842223524902347e-20,0.0
pgp0950batt1000,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.00423925,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.029382115984375,2.4809386000713354,0.0,1.6835862370922137,393.77090073984164,0.27099802957993896,0.5336102393342513,0.11907052414429196,optimal,0.0,0.0,0.28301531708006983,0.7904269784148462,0.0,0.02903060225316342,0.026127014709638772,0.46454433263962813,0.1383074402889729,0.06776873233758136,167.73357743547896,0.0,-1.26190232831323e-17,0.11157085615278517,0.0
pgp0950batt0950,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.0040272875,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0308454834403316,2.48409068847356,0.0,1.6875556905539078,391.5480168108789,0.2678189348612396,0.5326047991679147,0.11871318818795917,optimal,0.0,0.0,0.2834176510609319,0.7896440264460644,0.0,0.029023114944830626,0.026120278864785722,0.4621369903375255,0.13756262175609293,0.06740378032914149,166.93824534375787,0.0,-3.971148861115006e-17,0.11349981669795457,0.0
pgp0950batt0900,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.003815325,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0321044440451834,2.4868024852305926,0.0,1.6909706807607234,389.66790519410495,0.2651460518877443,0.5317398014157775,0.11835531894200754,optimal,0.0,0.0,0.28376378601824337,0.7889704909608516,0.0,0.029006070579724062,0.02610494024830771,0.46098107172231,0.13692401985925837,0.06709087321157986,166.2534365993091,0.0,2.080023415289202e-17,0.11515928339587887,0.0
pgp0950batt0850,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.0036033625,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
pgp0950batt0800,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.0033914,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0380588622700961,2.4996282813437585,0.0,1.707122321921694,380.808227580863,0.2528306231461255,0.5276486818366692,0.11763569555828066,optimal,0.0,0.0,0.28540087640070017,0.7858143845622849,0.0,0.029019700387413562,0.026117210902971557,0.4576089969013277,0.13394296535908637,0.06563019388054334,162.97713808278985,0.0,-1.820997882468643e-17,0.1229784799331329,0.0
pgp0950batt0750,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.0031794375,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.039022308691737,2.501703541579632,0.0,1.709735715924664,379.37718280054474,0.25087390298634915,0.5269867238803898,0.11727338189457803,optimal,0.0,0.0,0.28566576355025936,0.7853073685727272,0.0,0.029042982933460387,0.026138165267525746,0.4575445883789838,0.13346364985592293,0.06539533539887092,162.44109326350468,0.0,-3.975370022363381e-18,0.12424000078583719,0.0
pgp0950batt0700,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.002967475,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0569389660868924,2.484966871871072,0.0,1.9272918974825042,374.952295282261,0.2447121772664528,0.5169672259752857,0.11687371346823901,optimal,0.0,0.0,0.2905917170858479,0.7792726460352665,0.0,0.03100494147715679,0.027903860463619302,0.5170031818473076,0.13090481253882308,0.06414153043124615,160.22167831286467,0.0,1.7595030088788646e-17,0.12418975216175425,0.0
pgp0950batt0650,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.0027555125,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0571047309030541,2.4853878837939614,0.0,1.9275462450923975,374.6801484276001,0.24435288231156427,0.5168506857997159,0.11646517303318488,optimal,0.0,0.0,0.29063729198099936,0.7791823976796433,0.0,0.031005639758964698,0.02790448912770455,0.5168177774177384,0.13081708337340464,0.06409854434402201,160.11614761369458,0.0,-2.072444201220609e-18,0.12443306832919768,0.0
pgp0950batt0600,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.00254355,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0579513679035208,2.487538184924256,0.0,1.9288453150790343,373.2891291418128,0.24254166919955597,0.516255461632351,0.11605654504763645,optimal,0.0,0.0,0.2908700638889411,0.7787208901543187,0.0,0.031002626851752774,0.02790177880595423,0.5156771676106947,0.1303691878392838,0.06387908184182263,159.56304000178636,0.0,-3.282601970853109e-18,0.12567636342602395,0.0
pgp0950batt0550,0.0,-1.0,-1.0,0.0218638,0.0206486,-1.0,0.0023315875,1.397374e-06,-1.0,-1.0,1e-08,1.05e-08,-1.0,0.0,0.0,0.0,0.0,-1.0,0.9,6.008,1.13513e-06,0.49,1.14074e-08,1.0,0.27493708379558224,0.363571204277968,0.0,0.0,1.0583374563046775,2.4885187779351257,0.0,1.9294377246404575,372.6547917283364,0.24171784465121343,0.5159840239949917,0.11564758064709064,optimal,0.0,0.0,0.2909762139080424,0.7785105832546271,0.0,0.031002671570509708,0.0279018195820932,0.5152109146405576,0.1301649565881019,0.06377901141384887,159.31012475694178,0.0,5.129192245431608e-18,0.12624318570758383,0.0
