time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.005072920602582676,0.3443912117274892,0.0,0.0,0.7784319982520643,61.18601109154819,0.0,0.08376141468750248,28.165741377538495,0.0,0.0,5.551115123125783e-17,0.0,0.15446321277750114
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.3494446078161074,0.0,0.0,0.7763958261824504,60.40750963921936,0.0,0.08376141468750248,28.08197964155312,0.0,0.0,5.551115123125783e-17,0.0,0.1544633881135269
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.35112964494509635,0.0,0.0,0.7564108067583974,59.63104524266049,0.0,0.08376141468750248,27.998217906523237,0.0,0.0,1.1102230246251565e-16,0.0,0.15446356344975165
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.3475609724525091,0.0,0.0,0.7364760149787382,58.8745667469137,0.0,0.08376141468750248,27.914456172448862,0.0,0.0,5.551115123125783e-17,0.0,0.15446373878617548
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.3337190717099976,0.0,0.0,0.7305682390646412,58.13802390164802,0.0,0.08376141468750248,27.830694439329992,0.0,0.0,5.551115123125783e-17,0.0,0.1544639141227983
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.3211373697660239,0.0,0.0,0.72329533817222,57.4073896683683,0.0,0.08376141468750248,27.746932707166625,0.0,0.0,5.551115123125783e-17,0.0,0.15446408945962015
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.3149347263268379,0.0,0.0,0.7168618716742224,56.684029165345855,0.0,0.08376141468750248,27.66317097595876,0.0,0.0,5.551115123125783e-17,0.0,0.15446426479664105
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.31188914989627803,0.0,0.0,0.7123806007180342,55.967102949929604,0.0,0.08376141468750248,27.5794092457064,0.0,0.0,5.551115123125783e-17,0.0,0.154464440133861
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.3078976964140314,0.0,0.0,0.7094319368800956,55.25465881927399,0.0,0.08376141468750248,27.495647516409548,0.0,0.0,1.1102230246251565e-16,0.0,0.15446461547127996
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.30619643579235817,0.0,0.0,0.7147221011205996,54.545164161173034,0.0,0.08376141468750248,27.411885788068194,0.0,0.0,5.551115123125783e-17,0.0,0.1544647908088979
10.0,1.1162667997397757,0.0,0.241095621,0.0,0.0,0.0,0.30656109754041416,0.0,0.0,0.725944287511859,53.83038014420024,0.0,0.08376141468750248,27.328124060682345,0.0,0.0,1.1102230246251565e-16,0.0,0.15446496614671495
11.0,1.1340400097852976,0.0,0.239250483,0.0,0.0,0.0,0.304214943230156,0.0,0.0,0.7460636518676391,53.10437475220897,0.0,0.08376141468750248,27.244362334252,0.0,0.0,5.551115123125783e-17,0.0,0.154465141484731
12.0,1.156661237607092,0.0,0.233797563,0.0,0.0,0.0,0.29728137416296807,0.0,0.0,0.7756184487566214,52.35825081997242,0.0,0.08376141468750248,27.160600608777155,0.0,0.0,0.0,0.0,0.15446531682294606
13.0,1.1776850178753973,0.0,0.228031707,0.0,0.0,0.0,0.2899498965679437,0.0,0.0,0.803973706619951,51.582572937794545,0.0,0.08376141468750248,27.07683888425782,0.0,0.0,5.551115123125783e-17,0.0,0.15446549216136024
14.0,1.1889313912680575,0.073691983,0.222339816,0.0,0.0,0.18479332925645028,0.2827124679294517,0.0,0.0,0.6376641793946529,50.77854067824857,0.0,0.08376141468750248,26.993077160693986,0.0,0.0,5.551115123125783e-17,0.0,0.1544656674999734
15.0,1.1938672044192535,0.392796165,0.197158781,0.0,0.0,0.9849933207729797,0.2506939447609883,0.0,0.125581475802217,0.0,50.14081885860904,0.0,0.08376141468750248,26.909315438085653,0.0,0.0,5.551115123125783e-17,0.0,0.13901925855490702
16.0,1.1898971403922178,0.566870317,0.165461781,0.0,0.0,1.4215094895070113,0.21039015546595785,0.0,0.5257639192682537,0.0,50.25378527048333,0.0,0.08376141468750248,26.825553716432825,0.0,0.0,2.7755575615628914e-17,0.0,0.13901941636001708
17.0,1.1807492905952939,0.584959422,0.144656312,0.0,0.0,1.4668705423669879,0.18393530993608792,0.0,0.5538179763952842,0.0,50.72691575324548,0.0,0.08376141468750248,26.7417919957355,0.0,-2.220446049250313e-16,5.551115123125783e-17,0.0,0.1390195741653063
18.0,1.1644086441064532,0.548865303,0.140981722,0.0,0.0,1.3763593070187885,0.17926294658606662,0.0,0.4749750241859046,0.0,51.22529435035736,0.0,0.08376141468750248,26.65803027599368,0.0,2.220446049250313e-16,2.7755575615628914e-17,0.0,0.13901973197077466
19.0,1.1518346333368983,0.529070696,0.14460458,0.0,0.0,1.3267214606759505,0.18386953097821146,0.0,0.44251777300476625,0.0,51.652713724756296,0.0,0.08376141468750248,26.57426855720736,0.0,0.0,2.7755575615628914e-17,0.0,0.13901988977642216
20.0,1.1426996316436218,0.545293524,0.149326342,0.0,0.0,1.3674025534357253,0.18987340834039973,0.0,0.4983377448200058,0.0,52.050921087915654,0.0,0.08376141468750248,26.490506839376547,0.0,2.220446049250313e-16,2.7755575615628914e-17,0.0,0.13902004758224876
21.0,1.1557918492602868,0.568797545,0.152196335,0.0,0.0,1.4263422930747514,0.1935226998553763,0.0,0.5478345583573433,0.0,52.49936597369161,0.0,0.08376141468750248,26.406745122501235,0.0,0.0,0.0,0.0,0.1390202053882545
22.0,1.2064347911369846,0.499665692,0.157201758,0.0,0.0,1.2529841507984398,0.19988726160962744,0.0,0.33019803595858527,0.0,52.992357482607915,0.0,0.08376141468750248,26.32298340658143,0.0,2.220446049250313e-16,2.7755575615628914e-17,0.0,0.13902036319443936
23.0,1.255651593508825,0.192462966,0.181682449,0.0,0.0,0.48262878535526715,0.2310152740985301,0.0,0.0,0.4582461193675252,53.2894755617559,0.0,0.08376141468750248,26.239221691617125,0.0,5.551115123125783e-17,2.7755575615628914e-17,0.0,0.15446724555644817
24.0,1.2849324217211704,0.001861837,0.202969574,0.0,0.0,0.004668826156609758,0.2580825612454833,0.0,0.0,0.9384196196315749,52.83116895190598,0.0,0.08376141468750248,26.155459977608324,0.0,0.0,0.0,0.0,0.15446742089705168
25.0,1.2920374230381633,0.0,0.211225971,0.0,0.0,0.0,0.26858084452226405,0.0,0.0,0.9396951638283967,51.892689362029586,0.0,0.08376141468750248,26.071698264555028,0.0,0.0,5.551115123125783e-17,0.0,0.1544675962378542
26.0,1.2783135069921694,0.0,0.211895965,0.0,0.0,0.0,0.26943276416781203,0.0,0.0,0.9251193281368549,50.95293529325272,0.0,0.08376141468750248,25.987936552457235,0.0,0.0,5.551115123125783e-17,0.0,0.15446777157885574
27.0,1.2484545141156926,0.0,0.214355818,0.0,0.0,0.0,0.2725605490373186,0.0,0.0,0.8921325503908716,50.02775812691042,0.0,0.08376141468750248,25.90417484131494,0.0,0.0,5.551115123125783e-17,0.0,0.1544679469200563
28.0,1.2128866805185698,0.0,0.221920502,0.0,0.0,0.0,0.2821792962379838,0.0,0.0,0.8469459695930835,49.13556878851047,0.0,0.08376141468750248,25.820413131128156,0.0,0.0,5.551115123125783e-17,0.0,0.15446812226145595
29.0,1.1863382156818976,0.0,0.228137587,0.0,0.0,0.0,0.2900845265080187,0.0,0.0,0.8124922744863764,48.288567043659185,0.0,0.08376141468750248,25.73665142189687,0.0,0.0,5.551115123125783e-17,0.0,0.15446829760305458
30.0,1.161374350295067,0.0,0.239214475,0.0,0.0,0.0,0.304169157861038,0.0,0.0,0.7734437777465267,47.476019955371704,0.0,0.08376141468750248,25.65288971362109,0.0,0.0,0.0,0.0,0.1544684729448523
31.0,1.1492864261135043,0.0,0.255139109,0.0,0.0,0.0,0.3244178594206958,0.0,0.0,0.7411071520053061,46.70252228617064,0.0,0.08376141468750248,25.56912800630081,0.0,0.0,1.1102230246251565e-16,0.0,0.15446864828684903
32.0,1.14937208013782,0.0,0.27224264,0.0,0.0,0.0,0.3461655677093358,0.0,0.0,0.7194450977409819,45.96136212073121,0.0,0.08376141468750248,25.48536629993604,0.0,0.0,5.551115123125783e-17,0.0,0.1544688236290448
33.0,1.163723411911927,0.0,0.284032874,0.0,0.0,0.0,0.36115724221717893,0.0,0.0,0.7188047550072456,45.24186485086925,0.0,0.08376141468750248,25.40160459452677,0.0,0.0,5.551115123125783e-17,0.0,0.15446899897143962
34.0,1.197220559471216,0.0,0.297730735,0.0,0.0,0.0,0.3785745278762828,0.0,0.0,0.7348846169074308,44.52300874046395,0.0,0.08376141468750248,25.317842890073,0.0,0.0,5.551115123125783e-17,0.0,0.15446917431403343
35.0,1.254034873799865,0.0,0.312481376,0.0,0.0,0.0,0.3973304583059965,0.0,0.0,0.772943000806366,43.78807358415361,0.0,0.08376141468750248,25.234081186574738,0.0,0.0,5.551115123125783e-17,0.0,0.1544693496568263
36.0,1.309996930586572,0.0,0.324623704,0.0,0.0,0.0,0.4127698320405187,0.0,0.0,0.8134656838585509,43.015080878191284,0.0,0.08376141468750248,25.150319484031975,0.0,0.0,5.551115123125783e-17,0.0,0.15446952499981823
37.0,1.3374661761846387,0.0,0.341340376,0.0,0.0,0.0,0.4340256362491862,0.0,0.0,0.81967912524795,42.20156636662397,0.0,0.08376141468750248,25.06655778244472,0.0,0.0,5.551115123125783e-17,0.0,0.15446970034300916
38.0,1.340012242057425,0.086175999,0.350141382,0.0,0.0,0.2160988089737052,0.4452164079754789,0.0,0.0,0.5949356104207385,41.38183933711199,0.0,0.08376141468750248,24.982796081812964,0.0,0.0,0.0,0.0,0.15446987568639914
39.0,1.3296117021548828,0.388952263,0.310976023,0.0,0.0,0.9753541793223348,0.39541635191969365,0.0,0.12492024377464812,0.0,40.78685675292397,0.0,0.08376141468750248,24.899034382136715,0.0,0.0,5.551115123125783e-17,0.0,0.13902304592698936
40.0,1.3074872676741198,0.521500834,0.299015891,0.0,0.0,1.307738934435723,0.38020864645644,0.0,0.4642217279055458,0.0,40.899238673936445,0.0,0.08376141468750248,24.815272683415966,0.0,0.0,1.1102230246251565e-16,0.0,0.13902320373639862
41.0,1.2786496990376088,0.533686072,0.320008689,0.0,0.0,1.3382951850091702,0.4069016870377296,0.0,0.5503085876967934,0.0,41.31699180309864,0.0,0.08376141468750248,24.731510985650722,0.0,0.0,1.1102230246251565e-16,0.0,0.139023361545987
42.0,1.2542040404978885,0.519153744,0.353195172,0.0,0.0,1.3018532660426698,0.44909940348645055,0.0,0.5805100437187345,0.0,41.81222263186885,0.0,0.08376141468750248,24.64774928884098,0.0,0.0,1.1102230246251565e-16,0.0,0.13902351935575455
43.0,1.2337969692046569,0.511316552,0.376841343,0.0,0.0,1.2822003710771208,0.47916629605099165,0.0,0.6113311126109582,0.0,42.33463420890744,0.0,0.08376141468750248,24.56398759298674,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.13902367716570121
44.0,1.2222079797147334,0.52889684,0.392067702,0.0,0.0,1.3262854915549782,0.49852711773337455,0.0,0.6863660442611219,0.0,42.88478415494397,0.0,0.08376141468750248,24.48022589808801,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.139023834975827
45.0,1.2350518006608828,0.549670191,0.400366997,0.0,0.0,1.3783776803498273,0.5090799472433376,0.0,0.7361672416197846,0.0,43.502464914973935,0.0,0.08376141468750248,24.396464204144774,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.13902399278613192
46.0,1.281516967501579,0.453002228,0.439513771,0.0,0.0,1.1359687508030496,0.5588563718537479,0.0,0.497069569842721,0.0,44.16496605147875,0.0,0.08376141468750248,24.312702511157045,0.0,0.0,0.0,0.0,0.139024150596616
47.0,1.3319029473053297,0.122446832,0.497341583,0.0,0.0,0.3070531802921527,0.632386357348925,0.0,0.0,0.3087019949767493,44.61227853135928,0.0,0.08376141468750248,24.22894081912482,0.0,0.0,1.1102230246251565e-16,0.0,0.15447145378586574
48.0,1.3532586369178585,0.000871135,0.529499074,0.0,0.0,0.002184497286249141,0.6732756762598894,0.0,0.0,0.5940370486842177,44.30352589564681,0.0,0.08376141468750248,24.1451791280481,0.0,0.0,1.1102230246251565e-16,0.0,0.15447162913124612
49.0,1.3547532996421685,0.0,0.535884875,0.0,0.0,0.0,0.6813954345330382,0.0,0.0,0.5895964504216278,43.70943855670124,0.0,0.08376141468750248,24.061417437926877,0.0,0.0,1.1102230246251565e-16,0.0,0.15447180447682557
50.0,1.3297808688529065,0.0,0.532856932,0.0,0.0,0.0,0.6775453043418729,0.0,0.0,0.5684741498235312,43.11979249038462,0.0,0.08376141468750248,23.977655748761162,0.0,0.0,1.1102230246251565e-16,0.0,0.154471979822604
51.0,1.287206536066754,0.0,0.531539156,0.0,0.0,0.0,0.6758697083472347,0.0,0.0,0.5275754130320167,42.55126939399104,0.0,0.08376141468750248,23.89389406055095,0.0,0.0,1.1102230246251565e-16,0.0,0.1544721551685815
52.0,1.2421268230693652,0.0,0.526815984,0.0,0.0,0.0,0.6698640381231696,0.0,0.0,0.48850137025869306,42.023645679736596,0.0,0.08376141468750248,23.810132373296238,0.0,0.0,1.1102230246251565e-16,0.0,0.15447233051475806
53.0,1.2038865839135906,0.0,0.525942978,0.0,0.0,0.0,0.6687539819703068,0.0,0.0,0.4513711872557813,41.53509660717698,0.0,0.08376141468750248,23.726370686997033,0.0,0.0,1.1102230246251565e-16,0.0,0.15447250586113365
54.0,1.1788606193591311,0.0,0.530330582,0.0,0.0,0.0,0.6743329663261144,0.0,0.0,0.42076623834551424,41.083678272186994,0.0,0.08376141468750248,23.642609001653327,0.0,0.0,1.1102230246251565e-16,0.0,0.1544726812077082
55.0,1.1633272620494666,0.0,0.529861155,0.0,0.0,0.0,0.6737360742890951,0.0,0.0,0.40582977307286894,40.66286539852576,0.0,0.08376141468750248,23.558847317265126,0.0,0.0,1.1102230246251565e-16,0.0,0.1544728565544819
56.0,1.155344306983237,0.0,0.524244192,0.0,0.0,0.0,0.6665939190936514,0.0,0.0,0.4049889732020832,40.25698946781449,0.0,0.08376141468750248,23.475085633832425,0.0,0.0,1.1102230246251565e-16,0.0,0.1544730319014546
57.0,1.1650232117309187,0.0,0.514228388,0.0,0.0,0.0,0.653858491323316,0.0,0.0,0.42740330572010027,39.85195479769595,0.0,0.08376141468750248,23.391323951355233,0.0,0.0,1.1102230246251565e-16,0.0,0.15447320724862634
58.0,1.1932183751850618,0.0,0.497980142,0.0,0.0,0.0,0.6331983063468885,0.0,0.0,0.4762586541506708,39.4245062548264,0.0,0.08376141468750248,23.30756226983354,0.0,0.0,1.1102230246251565e-16,0.0,0.15447338259599713
59.0,1.2449062961584119,0.0,0.47871924,0.0,0.0,0.0,0.6087074291080258,0.0,0.0,0.5524374523628837,38.948202848735946,0.0,0.08376141468750248,23.223800589267352,0.0,0.0,1.1102230246251565e-16,0.0,0.15447355794356696
