time (hr),demand (kW),solar capacity factor (-),wind capacity factor (-),dispatch natgas (kW),dispatch natgas ccs (kW),dispatch solar (kW),dispatch wind (kW),dispatch nuclear (kW),dispatch to storage (kW),dispatch from storage (kW),energy storage (kWh),dispatch to pgp storage (kW),dispatch pgp storage (kW),energy pgp storage (kWh),dispatch unmet demand (kW),cutailment solar (kW),cutailment wind (kW),cutailment nuclear (kW),price ($/kWh)
0.0,1.2116575452696388,0.002022982,0.270847194,0.0,0.0,0.0020776058839966677,0.6705664943975974,0.0,0.0,0.27914932647984547,1.6771291534909116,0.0,0.2598641185081991,110.58559980793325,0.0,-4.336808689942018e-19,0.0,0.0,0.08169734422604898
1.0,1.2096018486860602,0.0,0.274821448,0.0,0.0,0.0,0.6804059966396832,0.0,0.0,0.04215838692213566,1.39797792325145,0.0,0.4870374651242415,110.32573442793087,0.0,0.0,0.0,0.0,0.08169734515800328
2.0,1.1913018663909964,0.0,0.276146649,0.0,0.0,0.0,0.6836869440101114,0.0,0.0,0.0,1.3558179494426343,0.0,0.5076149223808849,109.83869570427684,0.0,0.0,0.0,0.0,0.0816973460899576
3.0,1.1677984021187497,0.0,0.273340059,0.0,0.0,0.0,0.6767383572822336,0.0,0.0,0.0,1.3558164104130053,0.0,0.4910600448365161,109.33107952892202,0.0,0.0,0.0,0.0,0.0816973470219119
4.0,1.1480487254621414,0.0,0.262454067,0.0,0.0,0.0,0.6497866972496018,0.0,0.0,0.0,1.3558148713851235,0.0,0.4982620282125396,108.84001823690214,0.0,0.0,-1.1102230246251565e-16,0.0,0.08169734795386623
5.0,1.1281941226257464,0.0,0.252559161,0.0,0.0,0.0,0.6252887789554444,0.0,0.0,0.0,1.3558133323589885,0.0,0.5029053436703019,108.34175496710799,0.0,0.0,0.0,0.0,0.08169734888582059
6.0,1.1155580126885627,0.0,0.247681079,0.0,0.0,0.0,0.6132115693014873,0.0,0.0,0.0,1.3558117933346006,0.0,0.5023464433870755,107.83884838753994,0.0,0.0,-1.1102230246251565e-16,0.0,0.08169734981777493
7.0,1.1080311653018147,0.0,0.245285879,0.0,0.0,0.0,0.6072815065097674,0.0,0.0,0.0,1.3558102543119597,0.0,0.5007496587920472,107.33650071399198,0.0,0.0,0.0,0.0,0.08169735074972928
8.0,1.1010910479816296,0.0,0.242146792,0.0,0.0,0.0,0.5995097200123262,0.0,0.0,0.0,1.3558087152910656,0.0,0.5015813279693035,106.83574983076953,0.0,0.0,-1.1102230246251565e-16,0.0,0.08169735168168366
9.0,1.1046799516004602,0.0,0.240808832,0.0,0.0,0.0,0.5961971837678331,0.0,0.0,0.0,1.3558071762719186,0.0,0.508482767832627,106.3341672840821,0.0,0.0,0.0,0.0,0.08169735261363803
10.0,1.1162667997397757,0.0,0.241095621,0.0,0.0,0.0,0.5969072191627792,0.0,0.0,0.0,1.3558056372545189,0.0,0.5193595805769965,105.82568330325307,0.0,0.0,-1.1102230246251565e-16,0.0,0.08169735354559243
11.0,1.1340400097852976,0.0,0.239250483,0.0,0.0,0.0,0.5923390059866818,0.0,0.0,0.006455221618782964,1.3558040982388657,0.0,0.5352457821798329,105.30632251548019,0.0,0.0,0.0,0.0,0.08169827253486717
12.0,1.156661237607092,0.0,0.233797563,0.0,0.0,0.0,0.578838606020823,0.0,0.0,0.04257684940643618,1.3493473376061769,0.0,0.5352457821798329,104.771075532029,0.0,0.0,0.0,0.0,0.08169836527313254
13.0,1.1776850178753973,0.0,0.228031707,0.0,0.0,0.0,0.5645634356266953,0.0,0.0,0.07787580006886904,1.306768956515097,0.0,0.5352457821798329,104.23582855468361,0.0,0.0,0.0,0.0,0.08169845801150319
14.0,1.1889313912680575,0.073691983,0.222339816,0.0,0.0,0.07568178930123076,0.5504713886019688,0.0,0.0,0.027532431185025012,1.2288916730935826,0.0,0.5352457821798329,103.70058158344399,0.0,-1.3877787807814457e-17,0.0,0.0,0.0816985507499791
15.0,1.1938672044192535,0.392796165,0.197158781,0.0,0.0,0.40340231579684144,0.4881279021663914,0.0,0.0,0.0,1.2013578469567527,0.0,0.3023369864560206,103.16533461831013,0.0,-5.551115123125783e-17,0.0,0.0,0.08169735820536456
16.0,1.1898971403922178,0.566870317,0.165461781,0.0,0.0,0.582176759883309,0.4096521171341837,0.0,0.0,0.0,1.20135648325942,0.0,0.19806826337472502,102.86299645500587,0.0,0.0,0.0,0.0,0.08169735913731901
17.0,1.1807492905952939,0.584959422,0.144656312,0.0,0.0,0.6007543008521528,0.3581417056523949,0.0,0.0,0.0,1.201355119563635,0.0,0.22185328409074628,102.6649270182318,0.0,-1.1102230246251565e-16,0.0,0.0,0.08169736006927347
18.0,1.1644086441064532,0.548865303,0.140981722,0.0,0.0,0.5636855805115487,0.3490441148734095,0.0,0.0,0.0,1.2013537558693983,0.0,0.2516789487214949,102.44307256300115,0.0,0.0,5.551115123125783e-17,0.0,0.08169736100122794
19.0,1.1518346333368983,0.529070696,0.14460458,0.0,0.0,0.5433564861475843,0.3580136269915978,0.0,0.0,0.0,1.2013523921767093,0.0,0.25046452019771615,102.19139244567054,0.0,-1.1102230246251565e-16,0.0,0.0,0.08169736193318244
20.0,1.1426996316436218,0.545293524,0.149326342,0.0,0.0,0.5600173575284793,0.3697038178514661,0.0,0.0,0.0,1.2013510284855684,0.0,0.21297845626367642,101.94092675973475,0.0,0.0,0.0,0.0,0.08169736286513694
21.0,1.1557918492602868,0.568797545,0.152196335,0.0,0.0,0.5841560262497933,0.3768093784317084,0.0,0.0,0.0,1.2013496647959754,0.0,0.19482644457878512,101.72794714059015,0.0,-1.1102230246251565e-16,0.0,0.0,0.08169736379709144
22.0,1.2064347911369846,0.499665692,0.157201758,0.0,0.0,0.5131574980550824,0.3892018603493431,0.0,0.0,0.0,1.2013483011079304,0.0,0.3040754327325591,101.53311953555996,0.0,0.0,5.551115123125783e-17,0.0,0.08169736472904597
23.0,1.255651593508825,0.192462966,0.181682449,0.0,0.0,0.19765978669758338,0.44981142732274443,0.0,0.0,0.0729345973086643,1.2013469374214334,0.0,0.5352457821798329,101.2290429445985,0.0,-2.7755575615628914e-17,0.0,0.0,0.0816993854009995
24.0,1.2849324217211704,0.001861837,0.202969574,0.0,0.0,0.0019121097005523056,0.502514328084764,0.0,0.0,0.24526020175602123,1.1284109764278198,0.0,0.5352457821798329,100.69379600765849,0.0,-4.336808689942018e-19,0.0,0.0,0.08169947814052811
